Date/Time, Noisy Line, Cosinus, Noisy Cosinus, Sinus, Wide Sinus, Combined Sinuses, Fading Sinus
07-Sep-13 13:27:00.000000, -7.7465345953808, 0.052335956242959, 0.044565130922211, 0.99862953475457, -4.6852047576304, 3.6476717539544, -5.1148298077495
07-Sep-13 13:28:00.000000, -7.607785518797, 0.034899496703111, 0.045781649185457, 0.99939082701907, -4.6852259205849, 3.6479043550881, -5.1144327800525
07-Sep-13 13:29:00.000000, -7.7727041697468, 0.017452406437578, 0.11010243568365, 0.99984769515639, -4.685247082851, 3.6480354822011, -5.1140357173647
07-Sep-13 13:30:00.000000, -8.1559666971005, -2.0176435620868E-14, 0.066373639538107, 1, -4.6852682444289, 3.6480650889044, -5.1136386196906
07-Sep-13 13:31:00.000000, -7.913757160033, -0.017452406436709, 0.019781014926801, 0.9998476951564, -4.6852894053185, 3.6479931597336, -5.1132414870337
07-Sep-13 13:32:00.000000, -7.9895117955699, -0.034899496702242, -0.082770868315998, 0.9993908270191, -4.6853105655198, 3.6478197101532, -5.1128443193984
07-Sep-13 13:33:00.000000, -8.0645853753968, -0.052335956243, -0.10269394506917, 0.99862953475457, -4.6853317250329, 3.647544786552, -5.1124471167883
07-Sep-13 13:34:00.000000, -8.1721410055981, -0.069756473743588, 0.0090794853271632, 0.99756405025986, -4.6853528838576, 3.647168466229, -5.112049879208
07-Sep-13 13:35:00.000000, -8.0759807366766, -0.087155742747436, -0.12814787054453, 0.99619469809176, -4.6853740419941, 3.6466908573698, -5.1116526066613
07-Sep-13 13:36:00.000000, -7.8441552148872, -0.10452846326774, -0.15835912580224, 0.99452189536826, -4.6853951994423, 3.6461120990138, -5.1112552991522
07-Sep-13 13:37:00.000000, -7.9119731250275, -0.12186934340465, -0.1840697710012, 0.99254615164138, -4.6854163562021, 3.6454323610117, -5.1108579566846
07-Sep-13 13:38:00.000000, -7.922587348345, -0.13917310095988, -0.059257829083539, 0.9902680687416, -4.6854375122737, 3.6446518439735, -5.1104605792628
07-Sep-13 13:39:00.000000, -8.3264694064048, -0.15643446503946, -0.19279972556617, 0.98768834059526, -4.685458667657, 3.6437707792081, -5.1100631668909
07-Sep-13 13:40:00.000000, -7.9530953352587, -0.17364817766737, -0.24838706404921, 0.98480775301213, -4.6854798223519, 3.6427894286521, -5.1096657195725
07-Sep-13 13:41:00.000000, -7.8014828587423, -0.1908089953764, -0.11404669810336, 0.98162718344769, -4.6855009763586, 3.6417080847907, -5.1092682373121
07-Sep-13 13:42:00.000000, -8.3806548299643, -0.20791169081703, -0.21751518164166, 0.97814760073396, -4.6855221296769, 3.6405270705678, -5.1088707201136
07-Sep-13 13:43:00.000000, -8.1550426407042, -0.22495105434433, -0.32263912418974, 0.97437006478513, -4.6855432823069, 3.6392467392881, -5.1084731679809
07-Sep-13 13:44:00.000000, -8.4936066921771, -0.24192189559956, -0.32747125768976, 0.97029572627602, -4.6855644342486, 3.6378674745101, -5.1080755809181
